date,appliances,lights,t1,rh_1,t2,rh_2,t3,rh_3,t4,rh_4,t5,rh_5,t6,rh_6,t7,rh_7,t8,rh_8,t9,rh_9,t_out,press_mm_hg,rh_out,wind_speed,visibility,tdew_point,weekstatus,day_of_week,hour,hour_category,energy_consuption
1/22/2016 10:20,60,0,18.29,38.50,17.29,38.50,18.60,39.29,16.20,38.50,16.29,47.56,0.47,94.53,16.20,32.96,18.10,42.42,15.80,40.56,0.47,762.73,78.00,4.00,20.33,-2.97,Weekday,Friday,10,Afternoon,60
1/22/2016 10:40,30,0,18.36,38.53,17.29,38.59,18.60,39.26,16.20,38.40,16.29,47.59,0.97,95.03,16.20,32.94,18.09,42.26,15.80,40.36,0.83,762.67,77.00,4.00,20.67,-2.83,Weekday,Friday,10,Afternoon,30
1/22/2016 11:10,400,0,18.29,38.59,17.39,38.56,18.50,39.23,16.29,38.53,16.29,47.58,1.76,93.53,16.20,33.00,18.09,42.07,15.80,40.09,1.45,762.52,75.17,4.17,21.17,-2.60,Weekday,Friday,11,Afternoon,400
1/22/2016 12:30,30,0,18.39,38.79,17.43,38.79,18.50,39.29,16.29,38.50,16.20,47.59,3.36,90.77,16.26,33.15,18.00,41.59,15.83,39.70,3.10,761.80,70.50,5.50,23.00,-1.80,Weekday,Friday,12,Afternoon,30
1/22/2016 13:20,40,0,18.50,38.79,17.50,39.00,18.50,39.20,16.29,38.59,16.20,47.59,4.26,89.36,16.29,33.20,17.95,41.55,15.80,39.50,3.57,761.30,69.67,6.00,23.67,-1.50,Weekday,Friday,13,Afternoon,40
1/22/2016 14:00,40,0,18.43,38.73,17.39,38.90,18.50,39.29,16.20,38.56,16.20,47.59,4.59,88.09,16.27,33.27,17.89,41.50,15.80,39.40,3.70,760.90,69.00,6.00,23.00,-1.50,Weekday,Friday,14,Afternoon,40
1/22/2016 15:40,40,0,18.29,39.00,17.26,39.29,18.39,39.40,16.10,38.79,16.10,47.73,4.47,95.79,16.20,33.68,17.73,41.70,15.76,39.20,3.23,760.60,84.00,5.33,47.67,0.73,Weekday,Friday,15,Afternoon,40
1/22/2016 16:20,30,0,18.26,39.16,17.20,39.59,18.39,39.50,16.00,38.97,16.10,47.79,4.09,97.90,16.20,34.01,17.67,42.06,15.69,39.29,3.00,760.50,89.67,5.33,57.33,1.47,Weekday,Friday,16,Afternoon,30
1/22/2016 16:30,20,0,18.20,39.16,17.20,39.66,18.32,39.43,16.05,39.05,16.07,47.79,4.03,98.16,16.19,34.10,17.61,42.07,15.69,39.29,3.00,760.45,90.50,5.50,55.50,1.60,Weekday,Friday,16,Afternoon,20
1/22/2016 16:40,40,0,18.20,39.23,17.10,39.73,18.29,39.40,16.00,39.09,16.04,47.82,4.00,98.37,16.19,34.20,17.60,42.13,15.69,39.33,3.00,760.40,91.33,5.67,53.67,1.73,Weekday,Friday,16,Afternoon,40
1/22/2016 17:00,40,0,18.20,39.40,17.10,39.83,18.29,39.50,16.00,39.23,16.00,47.79,3.90,98.73,16.16,34.36,17.60,42.31,15.69,39.40,3.00,760.30,93.00,6.00,50.00,2.00,Weekday,Friday,17,Night,40
1/22/2016 18:50,40,0,18.00,40.03,16.89,40.59,18.20,39.70,15.89,39.76,15.99,48.09,4.00,99.59,16.10,35.09,17.39,42.93,15.60,39.79,3.53,760.55,95.17,6.00,57.83,2.85,Weekday,Friday,18,Night,40
1/22/2016 19:10,40,0,18.00,40.13,16.89,40.70,18.20,39.79,15.80,39.79,15.90,48.10,4.00,99.59,16.08,35.18,17.39,43.05,15.60,39.90,3.62,760.68,95.33,6.17,56.83,2.95,Weekday,Friday,19,Night,40
1/22/2016 19:40,30,0,18.00,40.29,16.89,40.86,18.20,39.79,15.80,39.97,15.89,48.20,3.90,99.59,16.00,35.24,17.30,43.20,15.50,39.97,3.67,760.93,96.33,6.67,44.33,3.10,Weekday,Friday,19,Night,30
1/22/2016 19:50,20,0,17.89,40.40,16.86,40.97,18.20,39.86,15.80,40.00,15.89,48.20,3.79,99.50,16.00,35.30,17.29,43.20,15.53,40.00,3.68,761.02,96.67,6.83,40.17,3.15,Weekday,Friday,19,Night,20
1/22/2016 20:40,40,0,17.82,40.46,16.79,41.09,18.10,39.97,15.73,40.20,15.89,48.29,3.59,99.40,16.00,35.50,17.29,43.39,15.50,40.09,3.70,761.50,97.00,6.33,52.67,3.20,Weekday,Friday,20,Night,40
1/22/2016 21:20,40,0,17.79,40.63,16.70,41.20,18.10,40.03,15.69,40.29,15.88,48.31,3.70,99.50,15.98,35.61,17.20,43.40,15.50,40.20,3.70,761.83,97.33,5.67,51.67,3.27,Weekday,Friday,21,Night,40
1/23/2016 0:30,50,0,17.57,41.40,16.60,41.87,17.89,40.40,15.50,41.00,15.70,48.50,4.83,99.83,15.89,36.46,16.98,44.22,15.32,40.77,4.55,763.30,100.00,4.50,6.00,4.55,Weekend,Saturday,0,Morning,50
1/23/2016 0:40,40,0,17.50,41.47,16.60,41.97,17.89,40.47,15.50,41.09,15.70,48.51,4.90,99.90,15.89,36.50,16.97,44.26,15.30,40.79,4.57,763.40,100.00,4.33,5.33,4.57,Weekend,Saturday,0,Morning,40
1/23/2016 1:50,50,0,17.50,41.83,16.50,42.29,17.79,40.50,15.50,41.43,15.67,48.58,5.50,99.90,15.80,36.80,16.89,44.70,15.30,41.20,4.85,764.02,100.00,3.17,2.33,4.85,Weekend,Saturday,1,Morning,50
1/23/2016 2:20,40,0,17.39,41.97,16.50,42.40,17.79,40.59,15.50,41.59,15.65,48.66,5.59,99.90,15.80,37.00,16.87,44.86,15.30,41.40,4.97,764.43,100.00,3.00,2.00,4.97,Weekend,Saturday,2,Morning,40
1/23/2016 3:20,40,0,17.39,42.27,16.43,42.63,17.76,40.70,15.39,41.70,15.60,48.70,5.53,99.90,15.80,37.27,16.79,45.06,15.26,41.63,5.07,765.37,99.67,3.00,2.33,5.03,Weekend,Saturday,3,Morning,40
1/23/2016 4:10,30,0,17.39,42.59,16.50,42.90,17.70,40.79,15.39,42.00,15.60,48.77,5.62,99.90,15.80,37.50,16.73,45.31,15.19,41.79,5.02,765.97,99.17,3.17,4.33,4.93,Weekend,Saturday,4,Morning,30
1/23/2016 4:20,50,0,17.36,42.63,16.39,42.79,17.75,40.79,15.39,42.00,15.60,48.79,5.50,99.90,15.80,37.50,16.72,45.39,15.19,41.83,5.03,766.03,99.33,3.33,5.67,4.97,Weekend,Saturday,4,Morning,50
1/23/2016 4:30,20,0,17.29,42.70,16.39,42.86,17.76,40.90,15.39,42.09,15.60,48.79,5.50,99.90,15.79,37.56,16.73,45.40,15.19,41.90,5.05,766.10,99.50,3.50,7.00,5.00,Weekend,Saturday,4,Morning,20
1/23/2016 4:50,20,0,17.29,42.76,16.39,42.97,17.76,40.93,15.39,42.09,15.60,48.79,5.66,99.90,15.78,37.63,16.70,45.47,15.19,41.97,5.08,766.23,99.83,3.83,9.67,5.07,Weekend,Saturday,4,Morning,20
1/23/2016 5:00,40,0,17.29,42.79,16.39,42.93,17.70,41.00,15.39,42.20,15.60,48.79,5.73,99.90,15.73,37.70,16.70,45.50,15.19,42.00,5.10,766.30,100.00,4.00,11.00,5.10,Weekend,Saturday,5,Morning,40
1/23/2016 6:10,10,0,17.29,43.20,16.29,43.29,17.70,41.26,15.30,42.50,15.56,48.91,6.40,99.90,15.69,38.09,16.64,45.94,15.19,42.36,5.90,766.73,99.83,4.00,14.00,5.87,Weekend,Saturday,6,Morning,10
1/23/2016 6:50,40,0,17.26,43.26,16.29,43.48,17.50,41.40,15.30,42.59,15.50,49.00,6.37,99.90,15.69,38.26,16.60,46.12,15.10,42.59,5.90,767.27,99.17,4.00,34.00,5.73,Weekend,Saturday,6,Morning,40
1/23/2016 7:30,40,0,17.20,43.33,16.29,43.59,17.57,41.50,15.30,42.90,15.50,49.04,6.30,99.90,15.69,38.40,16.60,46.29,15.16,42.79,5.75,767.60,99.00,3.50,41.00,5.60,Weekend,Saturday,7,Morning,40
1/23/2016 7:50,20,0,17.20,43.33,16.29,43.70,17.60,41.50,15.30,42.90,15.50,49.09,6.09,99.90,15.69,38.50,16.58,46.38,15.10,42.90,5.65,767.73,99.00,3.17,42.33,5.53,Weekend,Saturday,7,Morning,20
1/23/2016 8:20,120,20,17.20,43.40,16.29,43.73,17.60,41.43,15.30,43.00,15.50,49.09,5.62,99.90,15.69,38.58,16.52,46.40,15.10,42.90,5.60,768.00,99.33,3.33,33.67,5.53,Weekend,Saturday,8,Morning,140
1/23/2016 9:20,130,20,17.10,43.50,16.20,43.79,17.60,41.70,15.19,43.00,15.50,49.23,5.69,99.90,15.65,38.56,16.50,46.50,15.10,43.00,5.73,768.63,99.67,3.67,23.00,5.70,Weekend,Saturday,9,Afternoon,150
1/23/2016 9:40,130,10,17.10,43.59,16.20,43.79,17.60,41.66,15.23,43.03,15.48,49.35,5.93,99.90,15.65,38.66,16.50,46.51,15.10,43.00,5.87,768.87,99.33,3.33,31.00,5.80,Weekend,Saturday,9,Afternoon,140
1/23/2016 10:00,120,10,17.10,43.70,16.20,43.83,17.57,41.70,15.19,43.00,15.45,49.44,6.23,99.90,15.63,38.68,16.48,46.57,15.10,43.09,6.00,769.10,99.00,3.00,39.00,5.90,Weekend,Saturday,10,Afternoon,130
1/23/2016 11:00,130,10,17.00,43.70,16.20,43.90,17.50,41.79,15.19,43.20,15.40,49.51,6.90,99.90,15.62,38.81,16.39,46.70,15.10,43.29,6.30,769.90,100.00,4.00,33.00,6.30,Weekend,Saturday,11,Afternoon,140
1/23/2016 11:10,130,10,17.00,43.70,16.20,43.97,17.50,41.79,15.19,43.26,15.41,49.52,7.00,99.90,15.60,38.86,16.39,46.70,15.10,43.29,6.38,769.93,99.67,4.17,34.00,6.33,Weekend,Saturday,11,Afternoon,140
1/23/2016 12:10,110,10,17.00,43.98,16.20,44.06,17.39,41.86,15.19,43.50,15.39,49.61,7.53,99.90,15.60,39.09,16.38,47.01,15.10,43.50,6.85,770.13,97.83,4.67,41.00,6.53,Weekend,Saturday,12,Afternoon,120
1/23/2016 13:10,120,10,16.89,44.29,16.20,44.29,17.39,42.13,15.19,43.70,15.39,49.68,8.46,99.90,15.60,39.40,16.46,48.37,15.07,43.76,7.15,770.27,96.67,3.33,53.17,6.68,Weekend,Saturday,13,Afternoon,130
1/23/2016 13:30,190,10,16.89,44.43,16.20,44.29,17.39,42.29,15.19,43.82,15.39,49.70,8.63,99.90,15.60,39.46,16.62,49.18,15.00,43.79,7.25,770.20,96.00,4.00,57.50,6.65,Weekend,Saturday,13,Afternoon,200
1/23/2016 13:40,150,10,16.89,44.50,16.20,44.29,17.29,42.29,15.19,43.90,15.39,49.71,8.69,99.90,15.60,39.50,16.72,49.53,15.07,43.93,7.30,770.17,95.67,4.33,59.67,6.63,Weekend,Saturday,13,Afternoon,160
1/23/2016 13:50,150,10,16.89,44.50,16.20,44.40,17.29,42.29,15.19,43.93,15.39,49.77,8.73,99.90,15.60,39.52,16.80,49.70,15.10,44.00,7.35,770.13,95.33,4.67,61.83,6.62,Weekend,Saturday,13,Afternoon,160
1/23/2016 14:10,150,10,16.89,44.59,16.20,44.40,17.29,42.40,15.19,44.03,15.39,49.79,8.85,99.90,15.60,39.61,17.01,50.04,15.10,44.09,7.42,770.13,95.00,4.83,63.67,6.62,Weekend,Saturday,14,Afternoon,160
1/23/2016 14:30,130,10,16.89,44.70,16.20,44.50,17.36,42.50,15.19,44.09,15.39,49.92,8.89,99.90,15.60,39.70,17.11,50.31,15.00,44.09,7.45,770.20,95.00,4.50,63.00,6.65,Weekend,Saturday,14,Afternoon,140
1/23/2016 16:00,60,0,16.86,45.76,16.10,45.59,17.39,43.00,15.10,44.26,15.39,50.65,7.50,99.90,15.60,39.90,17.81,50.81,15.00,44.37,6.60,770.70,98.00,4.00,51.00,6.30,Weekend,Saturday,16,Afternoon,60
1/23/2016 16:10,40,10,16.86,45.76,16.10,45.59,17.39,43.00,15.19,44.29,15.39,50.73,7.43,99.90,15.60,39.90,17.89,50.89,15.00,44.29,6.58,770.68,98.00,4.00,50.00,6.28,Weekend,Saturday,16,Afternoon,50
1/23/2016 16:30,70,0,16.79,45.70,16.10,45.50,17.32,43.12,15.10,44.29,15.39,50.79,7.30,99.90,15.57,39.90,18.02,50.92,15.00,44.40,6.55,770.65,98.00,4.00,48.00,6.25,Weekend,Saturday,16,Afternoon,70
1/23/2016 17:00,120,10,16.79,45.53,16.10,45.47,17.23,42.67,15.10,44.33,15.37,50.79,7.19,99.90,15.51,40.36,18.12,50.73,15.00,44.46,6.50,770.60,98.00,4.00,45.00,6.20,Weekend,Saturday,17,Night,130
1/23/2016 17:10,420,10,16.79,45.27,16.10,45.33,17.20,42.53,15.10,44.53,15.36,50.76,7.19,99.90,15.50,40.60,18.16,50.45,15.00,44.59,6.25,770.58,97.83,3.67,46.67,5.93,Weekend,Saturday,17,Night,430
1/23/2016 19:00,90,10,17.20,46.23,16.82,45.36,17.29,43.29,15.19,46.46,15.37,50.90,6.50,99.90,15.39,41.29,18.34,51.09,15.00,45.45,6.30,770.70,96.00,3.00,62.00,5.70,Weekend,Saturday,19,Night,100
1/23/2016 19:10,90,10,17.32,46.29,17.00,45.14,17.39,43.29,15.19,46.72,15.35,50.91,6.50,99.90,15.41,41.29,18.46,51.03,15.00,45.36,6.23,770.67,95.17,3.17,55.00,5.50,Weekend,Saturday,19,Night,100
1/23/2016 20:00,100,0,18.13,45.77,17.86,44.43,17.50,43.90,15.39,48.26,15.39,51.21,5.97,99.90,15.41,41.10,18.52,50.24,15.00,45.13,5.90,770.50,91.00,4.00,20.00,4.50,Weekend,Saturday,20,Night,100
1/23/2016 21:10,80,0,19.03,43.86,18.70,42.86,17.79,43.90,15.69,48.79,15.44,51.31,5.90,99.90,15.49,40.80,18.96,49.57,14.89,44.76,5.83,770.27,90.17,5.00,22.67,4.28,Weekend,Saturday,21,Night,80
1/23/2016 22:50,50,0,19.39,42.09,19.00,41.23,18.00,43.79,15.89,48.20,15.48,51.05,5.69,99.90,15.50,40.40,19.39,49.31,15.10,45.76,5.42,769.93,91.00,4.17,21.83,4.12,Weekend,Saturday,22,Night,50
1/23/2016 23:00,50,0,19.29,42.06,18.96,41.29,18.00,43.79,15.96,48.06,15.43,51.03,5.62,99.90,15.50,40.38,19.39,49.45,15.10,46.00,5.40,769.90,91.00,4.00,22.00,4.10,Weekend,Saturday,23,Night,50
1/23/2016 23:30,70,0,19.20,41.79,18.79,41.29,18.00,43.79,15.93,47.83,15.42,51.03,5.47,99.90,15.56,40.23,19.50,50.35,15.10,46.40,5.25,769.75,91.50,4.50,22.50,4.00,Weekend,Saturday,23,Night,70
1/24/2016 0:20,40,0,19.00,41.79,18.46,41.36,18.17,43.73,15.89,47.50,15.45,51.05,5.50,99.90,15.54,40.09,19.51,51.25,15.10,46.79,5.17,769.57,92.00,4.67,23.33,3.97,Weekend,Sunday,0,Morning,40
1/24/2016 0:30,20,0,18.93,41.86,18.39,41.29,18.20,43.70,15.89,47.43,15.45,51.06,5.50,99.90,15.59,40.09,19.49,51.64,15.16,46.86,5.20,769.55,92.00,4.50,23.50,4.00,Weekend,Sunday,0,Morning,20
1/24/2016 0:40,20,0,18.89,41.90,18.36,41.40,18.20,43.70,15.89,47.40,15.44,51.04,5.50,99.90,15.57,40.05,19.43,51.68,15.19,47.00,5.23,769.53,92.00,4.33,23.67,4.03,Weekend,Sunday,0,Morning,20
1/24/2016 4:40,40,0,18.00,42.70,17.29,42.17,18.39,43.50,15.69,46.40,15.39,51.00,6.30,99.90,15.66,39.97,18.55,53.40,15.39,48.09,6.00,768.13,91.00,4.00,26.33,4.63,Weekend,Sunday,4,Morning,40
1/24/2016 5:00,50,0,17.93,42.73,17.20,42.23,18.39,43.59,15.69,46.40,15.39,51.02,6.47,99.90,15.65,39.95,18.48,53.29,15.39,48.20,6.10,768.10,91.00,4.00,26.00,4.70,Weekend,Sunday,5,Morning,50
1/24/2016 8:10,360,30,17.60,43.63,16.79,42.93,18.39,43.43,16.17,46.99,15.34,51.01,6.09,99.90,15.61,40.41,18.11,53.22,15.50,48.86,6.18,767.33,95.83,6.67,60.00,5.55,Weekend,Sunday,8,Morning,390
1/24/2016 8:40,690,10,17.67,44.69,17.00,43.36,18.32,44.36,18.00,45.36,15.39,51.00,6.19,99.90,15.60,40.84,18.03,52.64,15.50,48.73,6.43,767.43,95.33,5.67,48.00,5.70,Weekend,Sunday,8,Morning,700
1/24/2016 8:50,800,10,17.79,45.49,17.13,43.57,18.60,45.69,18.49,44.90,15.37,51.05,6.19,99.90,15.60,40.96,18.00,52.53,15.50,48.59,6.52,767.47,95.17,5.33,44.00,5.75,Weekend,Sunday,8,Morning,810
1/24/2016 9:50,140,20,18.32,46.26,17.63,44.23,19.76,45.13,19.13,43.43,15.39,51.73,6.40,99.90,15.60,41.38,17.89,52.60,15.50,48.09,6.52,767.75,94.17,5.83,40.00,5.63,Weekend,Sunday,9,Afternoon,160
1/24/2016 11:00,620,30,18.89,44.83,18.20,44.00,19.20,43.80,18.66,44.86,15.71,57.75,6.69,99.90,15.60,41.79,18.00,53.36,15.69,49.36,6.50,768.10,98.00,5.00,62.00,6.20,Weekend,Sunday,11,Afternoon,650
1/24/2016 11:30,180,40,19.17,44.66,18.50,43.70,19.29,44.53,19.20,44.53,17.14,87.39,6.93,99.90,15.63,41.97,18.10,54.30,15.69,49.03,6.55,768.10,98.50,5.00,55.00,6.30,Weekend,Sunday,11,Afternoon,220
1/24/2016 14:10,280,30,20.63,45.43,20.10,43.82,21.13,50.09,18.60,46.80,16.10,69.63,8.30,99.90,15.69,43.50,19.18,52.26,15.69,48.40,7.48,767.75,98.67,4.00,37.67,7.25,Weekend,Sunday,14,Afternoon,310
1/24/2016 15:10,80,10,21.32,45.22,20.73,43.97,21.00,46.86,18.20,46.53,18.03,56.08,8.39,99.90,15.82,44.32,19.52,52.75,15.76,48.79,7.88,767.48,97.00,4.17,61.00,7.48,Weekend,Sunday,15,Afternoon,90
1/24/2016 15:50,90,10,21.50,45.13,20.79,43.86,20.89,46.23,18.10,47.09,18.27,54.26,8.46,99.90,15.89,44.50,19.73,52.08,15.69,48.70,7.82,767.42,97.00,4.83,61.00,7.42,Weekend,Sunday,15,Afternoon,100
1/24/2016 16:00,90,0,21.50,45.06,20.79,43.93,20.89,46.06,18.03,47.03,18.30,53.88,8.39,99.90,15.89,44.50,19.79,51.91,15.69,48.70,7.80,767.40,97.00,5.00,61.00,7.40,Weekend,Sunday,16,Afternoon,90
1/24/2016 17:10,60,10,21.60,45.13,21.00,44.36,20.50,46.23,17.73,46.70,18.78,52.63,8.16,99.90,15.89,44.52,19.83,51.36,15.69,48.50,7.92,767.50,96.00,4.83,63.17,7.32,Weekend,Sunday,17,Night,70
1/24/2016 17:50,60,10,21.60,43.86,20.96,43.20,20.70,45.66,17.70,46.70,19.02,50.43,8.07,99.90,16.00,44.52,19.54,50.57,15.80,48.76,7.98,767.50,96.00,4.17,63.83,7.38,Weekend,Sunday,17,Night,70
1/24/2016 18:10,60,0,21.70,43.70,21.00,42.90,20.70,45.26,17.60,46.59,19.06,49.96,8.00,99.90,16.00,44.50,19.39,50.40,15.89,49.13,7.98,767.50,96.00,3.83,63.83,7.38,Weekend,Sunday,18,Night,60
1/24/2016 18:40,70,0,21.70,43.29,21.00,42.76,20.76,44.93,17.60,46.50,19.10,49.39,7.90,99.90,16.00,44.50,19.29,50.48,15.80,48.79,7.93,767.50,96.00,3.33,63.33,7.33,Weekend,Sunday,18,Night,70
1/24/2016 19:30,350,20,21.79,43.03,21.00,42.43,20.70,44.56,17.50,46.63,19.32,48.53,7.90,99.90,16.05,44.55,19.04,50.17,15.80,48.53,7.95,767.65,95.50,3.00,63.00,7.30,Weekend,Sunday,19,Night,370
1/24/2016 20:00,100,30,22.00,42.36,21.23,42.03,20.60,44.40,19.23,46.83,19.87,68.21,8.00,99.90,16.10,44.61,18.89,50.00,15.80,48.63,8.00,767.80,95.00,3.00,63.00,7.30,Weekend,Sunday,20,Night,130
1/24/2016 20:20,270,10,22.10,42.03,21.39,41.56,20.67,44.22,19.29,46.97,19.85,70.67,8.03,99.90,16.10,44.59,18.79,49.84,16.00,49.26,8.03,767.67,95.00,3.33,62.33,7.33,Weekend,Sunday,20,Night,280
1/24/2016 20:30,280,0,22.10,41.90,21.39,41.43,20.60,44.09,19.17,47.00,20.42,84.21,8.10,99.90,16.10,44.61,18.79,49.86,16.03,49.36,8.05,767.60,95.00,3.50,62.00,7.35,Weekend,Sunday,20,Night,280
1/24/2016 21:00,90,0,22.20,41.90,21.50,41.40,20.70,44.09,18.82,46.79,19.79,79.71,8.19,99.90,16.14,44.71,18.70,49.90,16.10,49.43,8.10,767.40,95.00,4.00,61.00,7.40,Weekend,Sunday,21,Night,90
1/24/2016 22:10,90,20,22.00,41.79,21.36,41.20,20.53,44.20,18.29,46.50,18.95,65.28,8.30,99.90,16.20,44.90,18.50,49.94,16.10,49.00,8.07,767.43,95.00,3.83,62.00,7.28,Weekend,Sunday,22,Night,110
1/24/2016 22:20,280,0,21.93,41.79,21.29,41.07,20.50,44.20,18.29,46.77,18.88,63.95,8.30,99.90,16.20,44.87,18.50,50.00,16.17,49.06,8.03,767.37,95.00,3.67,62.00,7.27,Weekend,Sunday,22,Night,280
1/25/2016 1:40,40,0,21.07,42.47,20.10,42.20,20.50,44.70,17.89,47.09,18.04,56.73,8.39,99.90,16.29,43.90,18.20,50.00,16.39,50.09,8.10,766.47,94.00,2.00,62.67,7.20,Weekday,Monday,1,Morning,40
1/25/2016 2:30,50,0,20.93,42.50,19.93,42.47,20.50,44.84,17.79,47.00,17.93,56.40,8.43,99.90,16.27,43.84,18.14,50.01,16.39,50.33,8.15,766.15,94.00,3.00,63.00,7.25,Weekday,Monday,2,Morning,50
1/25/2016 3:10,50,0,20.76,42.53,19.72,42.59,20.50,44.97,17.70,47.00,17.86,56.27,8.39,99.90,16.29,43.79,18.10,50.04,16.39,50.59,8.23,765.93,94.00,3.83,63.17,7.33,Weekday,Monday,3,Morning,50
1/25/2016 3:20,50,0,20.70,42.59,19.70,42.66,20.50,45.00,17.70,47.06,17.79,56.18,8.39,99.90,16.29,43.79,18.10,50.07,16.39,50.66,8.27,765.87,94.00,3.67,63.33,7.37,Weekday,Monday,3,Morning,50
1/25/2016 3:40,50,0,20.70,42.66,19.63,42.73,20.53,44.97,17.70,47.09,17.79,56.09,8.39,99.90,16.29,43.79,18.06,50.05,16.46,50.86,8.33,765.73,94.00,3.33,63.67,7.43,Weekday,Monday,3,Morning,50
1/25/2016 3:50,60,0,20.67,42.66,19.67,42.76,20.53,44.97,17.70,47.09,17.77,56.09,8.30,99.90,16.29,43.79,18.05,50.05,16.43,50.83,8.37,765.67,94.00,3.17,63.83,7.47,Weekday,Monday,3,Morning,60
1/25/2016 4:20,30,0,20.60,42.70,19.53,42.90,20.60,45.00,17.63,47.13,17.70,56.00,7.76,99.90,16.29,43.78,18.00,50.01,16.50,51.00,8.10,765.47,95.00,3.00,63.00,7.33,Weekday,Monday,4,Morning,30
1/25/2016 4:40,20,0,20.50,42.70,19.50,43.00,20.60,44.90,17.70,47.20,17.70,55.94,7.37,99.90,16.29,43.70,18.00,49.99,16.50,51.09,7.80,765.33,96.00,3.00,62.00,7.17,Weekday,Monday,4,Morning,20
1/25/2016 5:30,50,0,20.36,42.79,19.32,43.09,20.50,45.09,17.60,47.09,17.61,55.71,6.59,99.90,16.29,43.53,17.94,49.83,16.50,51.09,7.30,765.00,96.00,3.00,62.50,6.65,Weekday,Monday,5,Morning,50
1/25/2016 5:50,50,0,20.29,42.83,19.29,43.09,20.50,45.09,17.60,47.00,17.60,55.68,6.47,99.90,16.29,43.50,17.89,49.79,16.57,51.22,7.17,764.87,95.33,3.00,63.50,6.42,Weekday,Monday,5,Morning,50
1/25/2016 6:50,30,0,20.13,43.59,19.20,43.76,20.39,44.59,17.50,47.29,17.79,51.85,6.06,99.90,16.29,43.21,17.89,49.59,16.60,50.53,6.60,764.55,95.00,3.00,64.83,5.88,Weekday,Monday,6,Morning,30
1/25/2016 7:20,50,0,20.07,43.70,19.10,44.00,20.29,44.50,17.50,47.09,17.89,51.22,6.26,99.90,16.29,43.19,17.81,49.52,16.53,50.26,6.60,764.37,95.00,3.00,50.33,5.90,Weekday,Monday,7,Morning,50
1/25/2016 7:30,50,0,20.00,43.70,19.10,44.00,20.20,44.40,17.50,47.09,17.89,51.03,6.19,99.90,16.29,43.13,17.79,49.42,16.53,50.20,6.65,764.30,95.00,3.00,43.00,5.95,Weekday,Monday,7,Morning,50
1/25/2016 8:00,50,0,20.00,43.70,19.00,44.03,20.20,44.40,17.39,46.90,17.89,50.59,6.33,99.90,16.29,43.14,17.79,49.46,16.50,50.00,6.80,764.10,95.00,3.00,21.00,6.10,Weekday,Monday,8,Morning,50
1/25/2016 8:20,50,0,19.96,43.79,19.00,44.09,20.20,44.40,17.39,46.90,17.89,50.41,6.50,99.90,16.29,43.09,17.79,49.49,16.50,49.90,6.97,764.07,94.33,3.00,23.00,6.17,Weekday,Monday,8,Morning,50
1/25/2016 8:50,50,0,19.89,43.90,18.89,44.20,20.20,44.29,17.39,46.79,17.89,50.05,6.50,99.90,16.29,43.12,17.79,49.50,16.50,49.70,7.22,764.02,93.33,3.00,26.00,6.27,Weekday,Monday,8,Morning,50
1/25/2016 9:10,20,0,19.86,43.90,18.89,44.20,20.20,44.23,17.39,46.76,17.89,49.83,6.59,99.90,16.29,43.09,17.70,49.50,16.43,49.50,7.57,763.93,91.67,3.00,29.17,6.32,Weekday,Monday,9,Afternoon,20
1/25/2016 9:20,40,0,19.79,43.90,18.89,44.29,20.20,44.20,17.39,46.70,17.89,49.79,6.70,99.90,16.29,43.09,17.70,49.48,16.50,49.50,7.83,763.87,90.33,3.00,31.33,6.33,Weekday,Monday,9,Afternoon,40
1/25/2016 10:50,60,0,19.79,44.20,19.23,43.90,20.10,44.20,17.89,46.16,17.94,49.09,8.06,99.90,16.50,42.77,17.79,48.98,16.60,48.90,10.32,763.35,70.83,3.83,40.00,5.07,Weekday,Monday,10,Afternoon,60
1/25/2016 11:00,50,0,19.86,44.33,19.29,43.90,20.13,44.20,17.96,46.03,18.00,49.00,8.19,99.90,16.50,42.66,17.84,48.90,16.60,48.83,10.60,763.30,68.00,4.00,40.00,4.80,Weekday,Monday,11,Afternoon,50
1/25/2016 12:50,50,0,20.20,43.70,19.50,43.13,20.20,44.29,18.20,45.09,18.20,48.13,10.66,85.67,17.59,41.52,18.63,47.55,16.70,48.26,12.02,762.97,59.33,5.67,40.00,4.17,Weekday,Monday,12,Afternoon,50
1/25/2016 13:00,40,0,20.29,43.66,19.50,43.09,20.20,44.29,18.20,45.09,18.20,48.02,10.87,83.66,17.75,41.27,18.81,47.36,16.79,48.63,12.00,762.90,60.00,6.00,40.00,4.30,Weekday,Monday,13,Afternoon,40
1/25/2016 13:20,60,0,20.29,43.59,19.50,43.09,20.20,44.40,18.20,45.00,18.22,47.94,11.23,79.89,17.89,40.93,19.21,46.87,16.82,48.93,12.23,762.70,58.67,5.67,40.00,4.23,Weekday,Monday,13,Afternoon,60
1/25/2016 15:10,50,0,20.76,43.20,19.70,43.13,20.29,44.40,18.39,44.97,18.41,47.81,12.00,75.76,19.25,39.41,20.00,45.43,17.03,48.93,13.00,762.07,56.00,5.00,40.00,4.43,Weekday,Monday,15,Afternoon,50
1/25/2016 16:00,40,0,21.00,43.13,20.00,43.20,20.43,44.33,18.50,44.83,18.69,47.96,11.73,77.53,19.71,38.98,20.48,45.10,17.10,49.00,12.50,761.90,61.00,5.00,40.00,5.10,Weekday,Monday,16,Afternoon,40
